Platform,Category,Problem Name,URL,Difficulty,Key Concept,Chapter
CodeSignal,String,findEmailDomain (findEmailDomain),https://app.codesignal.com/arcade/intro/level-8/find-email-domain,Easy,String parsing,2. Basic Geometry
HackerEarth,String,Distinct Substrings (distinct-substrings),https://www.hackerearth.com/practice/algorithms/string-algorithm/suffix-array/practice-problems/string/distinct-substrings/,Hard,Suffix array,2. Basic Geometry
Scaler,String,Longest Common Substring (longest-common-substring-scaler),https://www.scaler.com/topics/longest-common-substring/,Medium,Suffix array / DP,2. Basic Geometry
Exercism,String,High Scores (high-scores),https://exercism.org/tracks/python/exercises/high-scores,Easy,String parsing,2. Basic Geometry
Library Checker,String,Suffix Array (suffixarray),https://judge.yosupo.jp/problem/suffixarray,Hard,Suffix array,2. Basic Geometry
Library Checker,String,Longest Common Substring (longest_common_substring),https://judge.yosupo.jp/problem/longest_common_substring,Hard,Suffix array,2. Basic Geometry
GeeksforGeeks,String,Reverse Using Stack,https://www.geeksforgeeks.org/problems/reverse-a-string-using-stack/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Sum of two numbers represented as arrays,https://www.geeksforgeeks.org/problems/add-two-numbers-represented-by-two-arrays2408/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Reversing the vowels,https://www.geeksforgeeks.org/problems/reversing-the-vowels5304/1,Basic,String,2. Basic Geometry
GeeksforGeeks,String,Longest repeating and non-overlapping substring,https://www.geeksforgeeks.org/problems/longest-repeating-and-non-overlapping-substring3421/1,Hard,String,2. Basic Geometry
GeeksforGeeks,String,Reversing the equation,https://www.geeksforgeeks.org/problems/reversing-the-equation2205/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Special array reversal,https://www.geeksforgeeks.org/problems/special-array-reversal2328/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Maximum Non-Overlapping Odd Palindrome Sum,https://www.geeksforgeeks.org/problems/maximum-non-overlapping-odd-palindrome-sum/1,Hard,String,2. Basic Geometry
GeeksforGeeks,String,Next higher palindromic number using the same set of digits,https://www.geeksforgeeks.org/problems/next-higher-palindromic-number-using-the-same-set-of-digits5859/1,Medium,String,2. Basic Geometry
GeeksforGeeks,String,Difference Check,https://www.geeksforgeeks.org/problems/difference-check/1,Medium,String,2. Basic Geometry
GeeksforGeeks,String,Closing bracket index,https://www.geeksforgeeks.org/problems/closing-bracket-index5900/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Front-Back Transformation - copy,https://www.geeksforgeeks.org/problems/front-back-transformation1659/1,Basic,String,2. Basic Geometry
GeeksforGeeks,String,Numbers with one absolute difference,https://www.geeksforgeeks.org/problems/numbers-with-one-absolute-difference2416/1,Medium,String,2. Basic Geometry
GeeksforGeeks,String,The Even Array,https://www.geeksforgeeks.org/problems/the-even-array3825/1,Easy,String,2. Basic Geometry
GeeksforGeeks,String,Find the missing no in string,https://www.geeksforgeeks.org/problems/find-the-missing-no-in-string/1,Medium,String,2. Basic Geometry
GeeksforGeeks,String,Sort an array of strings according to string lengths,https://www.geeksforgeeks.org/problems/sort-an-array-of-strings-according-to-string-lengths/1,Medium,String,2. Basic Geometry
GeeksforGeeks,String,Time Difference,https://www.geeksforgeeks.org/problems/time-difference5528/1,Easy,String,2. Basic Geometry
AtCoder,Tree DP,ABC223 Vertex Deletion,https://atcoder.jp/contests/abc223/tasks/abc223_g,2351,Rerooting DP,2. Basic Geometry
AtCoder,Tree Construction,ABC250 Trespassing Takahashi,https://atcoder.jp/contests/abc250/tasks/abc250_h,2773,MST,2. Basic Geometry
AtCoder,Tree Traversal,ABC290 Edge Elimination,https://atcoder.jp/contests/abc290/tasks/abc290_g,2407,Tree,2. Basic Geometry
AtCoder,LCA,ABC405 Chord Crossing,https://atcoder.jp/contests/abc405/tasks/abc405_f,1588,LCA,2. Basic Geometry
AtCoder,Tree DP,ABC428 Farthest Vertex,https://atcoder.jp/contests/abc428/tasks/abc428_e,1167,Rerooting DP,2. Basic Geometry
AtCoder,Tree Traversal,AGC063 Simultaneous Floor,https://atcoder.jp/contests/agc063/tasks/agc063_f,4273,Tree,2. Basic Geometry
AtCoder,Tree Traversal,AGC069 Pair Guessing,https://atcoder.jp/contests/agc069/tasks/agc069_b,2859,Tree,2. Basic Geometry
CSES,Tree DP,Flight Route Requests,https://cses.fi/problemset/task/1699,Normal,Minimum edges for reachability,2. Basic Geometry
CSES,Spanning Tree,MST Edge Check,https://cses.fi/problemset/task/3407,Normal,MST edge inclusion check,2. Basic Geometry
CSES,Spanning Tree,MST Edge Cost,https://cses.fi/problemset/task/3409,Normal,MST cost with forced edge,2. Basic Geometry
CSES,Spanning Tree,MST Edge Set Check,https://cses.fi/problemset/task/3408,Normal,MST edge set inclusion check,2. Basic Geometry
CSES,Tree Construction,Network Renovation,https://cses.fi/problemset/task/1704,Normal,Make tree 2-edge-connected,2. Basic Geometry
CSES,Tree Queries,Transfer Speeds Sum,https://cses.fi/problemset/task/3111,Normal,Sort edges + DSU tree contribution,2. Basic Geometry
CodeChef,Tree Queries,Tree Difference,https://www.codechef.com/problems/TREDIFF,Hard,Tree Queries,2. Basic Geometry
GeeksforGeeks,Tree Traversal,Boundary Traversal,https://www.geeksforgeeks.org/problems/boundary-traversal-of-binary-tree/1,Medium,Left Boundary + Leaves + Right Boundary,2. Basic Geometry
GeeksforGeeks,Tree Properties,Check if removing an edge divides tree,https://www.geeksforgeeks.org/problems/check-if-removing-an-edge-can-divide-a-binary-tree-in-two-halves/1,Medium,Subtree Size Check,2. Basic Geometry
GeeksforGeeks,Tree Properties,Cousins in Binary Tree,https://www.geeksforgeeks.org/problems/check-if-two-nodes-are-cousins/1,Medium,Level Order / Parent Check,2. Basic Geometry
GeeksforGeeks,BST,Find Median of BST,https://www.geeksforgeeks.org/problems/find-median-of-bst/1,Easy,Inorder / Count,2. Basic Geometry
GeeksforGeeks,Tree Construction,Full Binary Tree using Preorder and Mirror Preorder,https://www.geeksforgeeks.org/problems/construct-full-binary-tree-using-preorder-and-mirror-preorder/1,Hard,Recursive Construction,2. Basic Geometry
GeeksforGeeks,Tree Properties,Height of generic tree from parent array,https://www.geeksforgeeks.org/problems/height-of-generic-tree-from-parent-array/1,Medium,Parent Array / DP,2. Basic Geometry
GeeksforGeeks,Tree Properties,Identical Trees,https://www.geeksforgeeks.org/problems/determine-if-two-trees-are-identical/1,Easy,Simultaneous Recursion,2. Basic Geometry
GeeksforGeeks,LCA,Kth ancestor of node in binary tree,https://www.geeksforgeeks.org/problems/kth-ancestor-of-a-node-in-binary-tree/1,Medium,Parent Array / Recursion,2. Basic Geometry
GeeksforGeeks,Tree Traversal,Level order traversal in spiral form,https://www.geeksforgeeks.org/problems/level-order-traversal-in-spiral-form/1,Medium,Deque / Two Stacks,2. Basic Geometry
GeeksforGeeks,Tree Traversal,Maximum spiral sum in Binary Tree,https://www.geeksforgeeks.org/problems/maximum-spiral-sum/1,Hard,Level Order / Spiral,2. Basic Geometry
GeeksforGeeks,Tree Properties,Odd Even Level Difference,https://www.geeksforgeeks.org/problems/odd-even-level-difference/1,Easy,Level Order / Recursion,2. Basic Geometry
GeeksforGeeks,BST,Pair with minimum absolute difference in BST,https://www.geeksforgeeks.org/problems/pair-with-minimum-absolute-difference-in-bst/1,Medium,Inorder / Min Diff,2. Basic Geometry
GeeksforGeeks,Tree Properties,Single Valued Subtree,https://www.geeksforgeeks.org/problems/single-valued-subtree/1,Medium,Post-order Check,2. Basic Geometry
GeeksforGeeks,BST,Sorted Array to Balanced BST,https://www.geeksforgeeks.org/problems/array-to-bst/1,Easy,Recursive Middle,2. Basic Geometry
GeeksforGeeks,Tree Properties,Sum of nodes at k-th level in tree as string,https://www.geeksforgeeks.org/problems/sum-of-nodes-at-k-th-level/1,Hard,String Parsing,2. Basic Geometry
HackerEarth,Trie,Shubham and Subarray Xor,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/trie-keyword-tree/practice-problems/shubham-and-subarray-xor/,Medium,Trie,2. Basic Geometry
HackerEarth,Trie,Special Subarrays,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/trie-keyword-tree/practice-problems/special-subarrays/,Hard,Trie,2. Basic Geometry
InterviewBit,BST,Sorted Array to Balanced BST,https://www.interviewbit.com/problems/sorted-array-to-balanced-bst/,Medium,BST Properties,2. Basic Geometry
InterviewBit,Tree Traversal,Xor Between Two Arrays,https://www.interviewbit.com/problems/xor-between-two-arrays/,Hard,Trie,2. Basic Geometry
Kattis,Tree DP,Tree Vertex Cover,https://open.kattis.com/problems/treevertexcover,Medium,Tree DP,2. Basic Geometry
Kattis,Tree Queries,Tree and Two Edges,https://open.kattis.com/problems/treeandedges,Hard,Tree Properties,2. Basic Geometry
LightOJ,Tree Properties,1418 - Trees on My Island,https://lightoj.com/problem/trees-on-my-island,Medium,Pick's Theorem / Geometry,2. Basic Geometry
SPOJ,Tree Traversal,QTREE4 - Query on a tree IV,https://www.spoj.com/problems/QTREE4/,Very Hard,Centroid Decomposition / LCT,2. Basic Geometry
SPOJ,Tree Traversal,QTREE5 - Query on a tree V,https://www.spoj.com/problems/QTREE5/,Very Hard,Centroid Decomposition / LCT,2. Basic Geometry
Toph,Trie,Subarray XOR,https://toph.co/p/subarray-xor,Hard,Trie,2. Basic Geometry
UVa,Tree Traversal,10562 - Professor Laughing (Undraw the Trees),https://onlinejudge.org/external/105/10562.pdf,Medium,N-ary Tree Parsing,2. Basic Geometry
Kattis,DSU on Tree,Virtual Friends,https://open.kattis.com/problems/virtualfriends,Medium,DSU / Union-Find,2. Basic Geometry
HackerEarth,Centroid Decomposition,Centroid Decomposition Practice,https://www.hackerearth.com/practice/data-structures/trees/centroid-decomposition/practice-problems/,Hard,Centroid Decomposition / BIT,2. Basic Geometry
DMOJ,Centroid Decomposition,DMOPC 2014 C2 P6 - Tree Queries,https://dmoj.ca/problem/dmopc14c2p6,Hard,Centroid Decomposition / BIT,2. Basic Geometry
CodeChef,Centroid Decomposition,CNTITREE - Count It Tree,https://www.codechef.com/problems/CNTITREE,Hard,Centroid Decomposition / Counting,2. Basic Geometry
GeeksforGeeks,Serialize / Deserialize,Construct Binary Tree from Parent Array,https://www.geeksforgeeks.org/problems/construct-binary-tree-from-parent-array/1,Medium,Parent Array / Level Order,2. Basic Geometry
GeeksforGeeks,Path Sum,Maximum Difference Between Node and Ancestor,https://www.geeksforgeeks.org/problems/maximum-difference-between-node-and-its-ancestor/1,Medium,DFS / Ancestor Path,2. Basic Geometry
GeeksforGeeks,Tree with Data Structures,Path Queries using DSU on Tree,https://www.geeksforgeeks.org/problems/path-queries-using-dsu-on-tree/1,Hard,DSU on Tree / Small-to-Large,2. Basic Geometry
GeeksforGeeks,Tree with Data Structures,Tree Queries using BIT,https://www.geeksforgeeks.org/problems/tree-queries-using-bit/1,Medium,Fenwick Tree / Euler Tour,2. Basic Geometry
GeeksforGeeks,Tree with Data Structures,Subtree Queries using Euler Tour,https://www.geeksforgeeks.org/problems/subtree-queries-using-euler-tour/1,Medium,Euler Tour / BIT,2. Basic Geometry
GeeksforGeeks,Tree Matching,Maximum Cardinality Matching in Tree,https://www.geeksforgeeks.org/problems/maximum-cardinality-matching-in-a-tree/1,Hard,DP / Matching,2. Basic Geometry
GeeksforGeeks,Tree Matching,Tree Matching using DP,https://www.geeksforgeeks.org/problems/tree-matching-using-dp/1,Medium,Tree DP / Matching,2. Basic Geometry
SPOJ,Centroid Decomposition,GOT - Gao on a Tree,https://www.spoj.com/problems/GOT/,Hard,Centroid Decomposition / LCA,2. Basic Geometry
CodeChef,Centroid Decomposition,TESTERS - Vacation,https://www.codechef.com/problems/TESTERS,Hard,Centroid Decomposition / DP,2. Basic Geometry
CodeChef,Centroid Decomposition,GERALD2 - Black and White Tree,https://www.codechef.com/problems/GERALD2,Hard,Centroid Decomposition / BIT,2. Basic Geometry
IOI,Centroid Decomposition,2011 - Race,https://ioi2011.or.th/tasks/race.pdf,Hard,Centroid Decomposition / Divide and Conquer,2. Basic Geometry
HackerRank,Centroid Decomposition,BST Maintenance,https://www.hackerrank.com/challenges/bst-maintenance,Hard,Centroid Decomposition / BIT,2. Basic Geometry
HackerEarth,Tree with Data Structures,Tree Queries using BIT,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/fenwick-binary-indexed-trees/practice-problems/tree-queries/,Hard,BIT / Euler Tour,2. Basic Geometry
Codeforces,Tree with Geometry,1852D - Miriany and Matchings,https://codeforces.com/problemset/problem/1852/D,2600,Tree / Geometry / Matching,2. Basic Geometry
UVa,Tree Properties,297 - Quadtrees,https://onlinejudge.org/external/2/297.pdf,Medium,Quadtree Recursion / Tree Comparison,2. Basic Geometry
UVa,Tree DP,10859 - Placing Lampposts,https://onlinejudge.org/external/108/10859.pdf,Hard,Tree DP / Vertex Cover,2. Basic Geometry
UVa,Spanning Tree,11710 - Expensive Subway,https://onlinejudge.org/external/117/11710.pdf,Medium,MST / Union Find,2. Basic Geometry
UVa,Spanning Tree,11733 - Airports,https://onlinejudge.org/external/117/11733.pdf,Medium,MST / Building Cost,2. Basic Geometry
UVa,DSU on Tree,11503 - Virtual Friends,https://onlinejudge.org/external/115/11503.pdf,Medium,DSU / Union Find with Size,2. Basic Geometry
SPOJ,Centroid Decomposition,CD - Count Divisors,https://www.spoj.com/problems/CD/,Medium,Centroid Decomposition / Path Counting,2. Basic Geometry
InterviewBit,Tree Traversal,Boundary Traversal of Binary Tree,https://www.interviewbit.com/problems/boundary-traversal-of-binary-tree/,Medium,Tree Traversal,2. Basic Geometry
InterviewBit,Tree DP,Binary Tree Cameras,https://www.interviewbit.com/problems/binary-tree-cameras/,Hard,Tree DP / Vertex Cover,2. Basic Geometry
CodeChef,Tree Queries,Updating Edges on Trees,https://www.codechef.com/problems/UPDTREE,Hard,HLD / LCA,2. Basic Geometry
CodeChef,Tree Traversal,Tree Boundary,https://www.codechef.com/problems/PREE01,Medium,Boundary Traversal,2. Basic Geometry
HackerRank,Tree Traversal,Array Pairs,https://www.hackerrank.com/challenges/array-pairs,Advanced,Divide & Conquer / BIT,2. Basic Geometry
DMOJ,Tree Traversal,DMOPC 2016 C4 P6 - Tree,https://dmoj.ca/problem/dmopc16c4p6,Hard,Centroid Decomposition,2. Basic Geometry
DMOJ,Tree DP,DMOPC 2019 C2 P6 - Tree,https://dmoj.ca/problem/dmopc19c2p6,Hard,Tree DP / Centroid,2. Basic Geometry
BinarySearch,Tree Traversal,Boundary of Binary Tree,https://binarysearch.com/problems/Boundary-of-Binary-Tree,Medium,Tree Traversal,2. Basic Geometry
Kattis,Tree Construction,Kingpin Escape,https://open.kattis.com/problems/kingpinescape,Hard,Tree 2-Edge-Connectivity,2. Basic Geometry
Coding Ninjas,Tree Traversal,Boundary Traversal,https://www.codingninjas.com/studio/problems/boundary-traversal_8230750,Medium,Left / Leaves / Right,2. Basic Geometry
Techie Delight,Tree Traversal,Spiral Order Traversal,https://www.techiedelight.com/spiral-order-traversal-binary-tree/,Medium,Deque / Level Reverse,2. Basic Geometry
PrepBytes,Tree Traversal,Boundary Traversal,https://www.prepbytes.com/blog/tree/boundary-traversal/,Medium,Left / Leaves / Right,2. Basic Geometry
UVa,Spanning Tree,10048 - Audiophobia,https://onlinejudge.org/external/100/10048.pdf,Medium,MST / Minimum Max Edge,2. Basic Geometry
GeeksforGeeks,Prefix,Longest Common Prefix using Trie,https://www.geeksforgeeks.org/longest-common-prefix-using-trie/,Medium,Trie prefix traversal,2. Basic Geometry
GeeksforGeeks,Auto-complete,Auto-complete Feature using Trie,https://www.geeksforgeeks.org/auto-complete-feature-using-trie/,Medium,Trie DFS suggestions,2. Basic Geometry
GeeksforGeeks,Word Break,Word Break Problem (using Trie),https://www.geeksforgeeks.org/word-break-problem-trie-solution/,Medium,Trie + DP segmentation,2. Basic Geometry
GeeksforGeeks,XOR,Maximum XOR of Two Numbers in an Array,https://www.geeksforgeeks.org/maximum-xor-of-two-numbers-in-an-array/,Medium,Binary Trie,2. Basic Geometry
GeeksforGeeks,XOR,Maximum XOR Subarray,https://www.geeksforgeeks.org/find-maximum-xor-subarray/,Hard,Binary Trie prefix XOR,2. Basic Geometry
Techie Delight,Prefix,Longest Common Prefix using Trie,https://www.techiedelight.com/longest-common-prefix-given-set-strings-using-trie/,Medium,Trie prefix traversal,2. Basic Geometry
Techie Delight,Word Break,Word Break Problem using Trie,https://www.techiedelight.com/word-break-problem-using-trie/,Medium,Trie + DP segmentation,2. Basic Geometry
InterviewBit,XOR,Maximum XOR Subarray,https://www.interviewbit.com/problems/maximum-xor-subarray/,Hard,Binary Trie,2. Basic Geometry
Coding Ninjas,XOR,Maximum XOR Subarray,https://www.codingninjas.com/studio/problems/maximum-xor-subarray_1301050,Hard,Binary Trie prefix XOR,2. Basic Geometry
Coding Ninjas,Sorting,Sorting Array of Strings by Length,https://www.codingninjas.com/studio/problems/sort-array-of-strings-by-length_1095628,Medium,Trie DFS sorting,2. Basic Geometry
HackerEarth,XOR / Trie,Special Subarrays,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/trie-keyword-tree/practice-problems/algorithm/special-subarrays-58f012d7/,Hard,Trie XOR subarray,2. Basic Geometry
HackerEarth,XOR / Trie,Shubham and Subarray Xor,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/trie-keyword-tree/practice-problems/algorithm/shubham-and-subarray-xor-514de3cf/,Medium,Binary Trie subarray XOR,2. Basic Geometry
GeeksforGeeks,Trie,Auto Complete Feature Using Trie,https://www.geeksforgeeks.org/dsa/auto-complete-feature-using-trie/,N/A,GFG Problem,2. Basic Geometry
HackerEarth,Trie,Singly Linked List,https://www.hackerearth.com/practice/data-structures/linked-list/singly-linked-list/,N/A,HackerEarth Problem,2. Basic Geometry
HackerEarth,Trie,Suffix Arrays,https://www.hackerearth.com/practice/data-structures/advanced-data-structures/suffix-arrays/,N/A,HackerEarth Problem,2. Basic Geometry
CSES,Advanced Tree,Range Update Queries,https://cses.fi/problemset/task/1651,Medium,Fenwick Tree / Difference Array,2. Basic Geometry
AtCoder,Advanced Tree,C. Many Medians,https://atcoder.jp/contests/abc094/tasks/abc094_c,Easy,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,D. Median of Medians,https://atcoder.jp/contests/abc107/tasks/abc107_d,Hard,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,E. Median Replace,https://atcoder.jp/contests/agc022/tasks/agc022_e,Very Hard,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,B. Sum AND Subarrays,https://atcoder.jp/contests/dwacon5th-prelims/tasks/dwacon5th-prelims_b,Medium,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,H. Median Game,https://atcoder.jp/contests/code-thanks-festival-2018/tasks/code-thanks-festival-2018_h,N/A,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,F. Prefix Median,https://atcoder.jp/contests/agc012/tasks/agc012_f,N/A,"""Prefix Sum",2. Basic Geometry
AtCoder,Advanced Tree,D. suffix array,https://atcoder.jp/contests/arc044/tasks/arc044_d,Hard,Suffix Array,2. Basic Geometry
AtCoder,Advanced Tree,D. Suffix Concat,https://atcoder.jp/contests/arc050/tasks/arc050_d,Very Hard,Suffix Array,2. Basic Geometry
AtCoder,Advanced Tree,E. Cyclic Medians,https://atcoder.jp/contests/arc133/tasks/arc133_e,Very Hard,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,A. Median?,https://atcoder.jp/contests/abc253/tasks/abc253_a,Easy,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,G. Max of Medians,https://atcoder.jp/contests/abc304/tasks/abc304_g,Very Hard,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,F. Half and Median,https://atcoder.jp/contests/abc444/tasks/abc444_f,Very Hard,Range Query,2. Basic Geometry
AtCoder,Advanced Tree,A. Non-Crossing Railcar Rearrangement,https://atcoder.jp/contests/ahc064/tasks/ahc064_a,Very Hard,Range Query,2. Basic Geometry
GeeksforGeeks,Advanced Tree,Count-based Absolute difference for Array element,https://www.geeksforgeeks.org/dsa/count-based-absolute-difference-for-array-element/,Medium,Fenwick Tree,2. Basic Geometry
Baekjoon,Advanced Tree,Longest Increasing Subsequence 2 (가장 긴 증가하는 부분 수열 2),https://www.acmicpc.net/problem/12015,Hard,Fenwick Tree / BIT LIS,2. Basic Geometry
SPOJ,Advanced Tree,CRAYON,https://www.spoj.com/problems/CRAYON/,Medium,BIT,2. Basic Geometry
Toph,Advanced Tree,Little Subarray Sum,https://toph.co/p/little-subarray-sum,Easy,BIT,2. Basic Geometry
HackerEarth,Advanced Tree,Yasser's Medians,https://www.hackerearth.com/problem/algorithm/yassers-medians-b625cdde/,Hard,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Operations on an array,https://www.hackerearth.com/problem/algorithm/kth-element-2-7d970b44/,Medium,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Mojtaba's Array and Arpa's Queries,https://www.hackerearth.com/problem/algorithm/smallest-dividable-segment-82dc8519/,Easy,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Increasing Subsequence,https://www.hackerearth.com/problem/algorithm/increasing-subsequence-1-2d4df2d3/,Medium,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,HP and Splitting of Array,https://www.hackerearth.com/problem/algorithm/hp-and-splitting-of-array-b8a54f7a/,Medium,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Mr. Sinister and his World,https://www.hackerearth.com/problem/algorithm/mr-sinister-and-his-world-4cc82c88/,Hard,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Micro and Array Function,https://www.hackerearth.com/problem/algorithm/micro-and-array-function/,Medium,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,Vanya and Array,https://www.hackerearth.com/problem/algorithm/vanya-and-array-4/,Medium,Fenwick Tree,2. Basic Geometry
HackerEarth,Advanced Tree,"""Spartans : Leonidas Vs Xerxes""",https://www.hackerearth.com/problem/algorithm/spartans-leonidas-vs-xerxes-monk/,Medium,Fenwick Tree,2. Basic Geometry
Codeforces,Advanced Tree,Powerful array,http://codeforces.com/problemset/problem/86/D,Medium,Mo's Algorithm,2. Basic Geometry
Codeforces,Advanced Tree,Yet Another Array Queries Problem,http://codeforces.com/contest/863/problem/D,Medium,Implicit Treap,2. Basic Geometry
CodeChef,Game Theory,SINS - Sins of a Solar Empire,https://www.codechef.com/problems/SINS,N/A,Game Theory,2. Basic Geometry
SPOJ,Game Theory,MCHAIRS - Missing Chairs Game,https://www.spoj.com/problems/MCHAIRS/,N/A,Game Theory,2. Basic Geometry
TopCoder,Game Theory,ArrayGame,https://community.topcoder.com/stat?c=problem_statement&pm=13669,N/A,Array Game,2. Basic Geometry
HackerRank,Matrix Operations,Diagonal Difference,https://hackerrank.com/challenges/diagonal-difference/problem,Easy,Matrix diagonal,2. Basic Geometry
InterviewBit,Matrix Operations,Spiral Order Matrix I,https://interviewbit.com/problems/spiral-order-matrix-i,Medium,Spiral traversal,2. Basic Geometry
InterviewBit,Matrix Operations,Spiral Order Matrix II,https://interviewbit.com/problems/spiral-order-matrix-ii,Medium,Spiral generation,2. Basic Geometry
InterviewBit,Matrix Operations,Max Non Negative SubArray,https://interviewbit.com/problems/max-non-negative-subarray,Easy,Matrix operations,2. Basic Geometry
GeeksforGeeks,Matrix Determinant,Determinant of a Matrix,https://geeksforgeeks.org/problems/determinant-of-a-matrix,Medium,Matrix determinant using Gauss elimination,2. Basic Geometry
GeeksforGeeks,Matrix Operations,Spirally traversing a matrix,https://geeksforgeeks.org/problems/spirally-traversing-a-matrix,Medium,Spiral traversal of matrix,2. Basic Geometry
GeeksforGeeks,Matrix Inverse,Program to find the inverse of a matrix,https://geeksforgeeks.org/problems/program-to-find-the-inverse-of-a-matrix,Hard,Matrix inverse using Gauss-Jordan,2. Basic Geometry
GeeksforGeeks,Matrix Rank,Program to find rank of a matrix,https://geeksforgeeks.org/problems/program-to-find-rank-of-a-matrix,Hard,Matrix rank using row echelon,2. Basic Geometry
GeeksforGeeks,Matrix Operations,Find nth Fibonacci number using matrix exponentiation,https://geeksforgeeks.org/problems/find-nth-fibonacci-number-using-matrix-exponentiation,Medium,Fibonacci via matrix exponentiation,2. Basic Geometry
GeeksforGeeks,Matrix Operations,Traverse matrix in spiral form,https://geeksforgeeks.org/problems/traverse-matrix-in-spiral-form,Medium,Spiral traversal,2. Basic Geometry
GeeksforGeeks,Matrix Operations,Matrix Boundary Traversal,https://geeksforgeeks.org/problems/matrix-boundary-traversal,Easy,Boundary elements,2. Basic Geometry
E-Olymp,Matrix Exponentiation,Raising matrix to power,https://e-olymp.com/en/problems/8,Hard,Matrix exponentiation,2. Basic Geometry
HackerEarth,Matrix Exponentiation,Fibonacci using Matrix Exponentiation,https://hackerearth.com/practice/algorithms/matrix/matrix-exponentiation/practice-problems,Medium,Matrix exponentiation,2. Basic Geometry
LintCode,Matrix Operations,Spiral Matrix,https://lintcode.com/problem/374,Medium,Spiral traversal,2. Basic Geometry
AtCoder,Numerical Optimization,078. Difference Optimization 1,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_bk,N/A,Numerical Optimization,2. Basic Geometry
AtCoder,Numerical Optimization,080. Difference Optimization 2,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_bl,N/A,Numerical Optimization,2. Basic Geometry
Codeforces,Interval Scheduling,1669E - 2-Letter Strings,https://codeforces.com/problemset/problem/1669/E,1000,Count overlapping pairs,2. Basic Geometry
Baekjoon,Interval Scheduling,1931 - Assign Meeting Room,https://www.acmicpc.net/problem/1931,Silver 1,Maximum non-overlapping meetings,2. Basic Geometry
HackerRank,Interval Scheduling,Interval Selection,https://www.hackerrank.com/challenges/interval-selection/problem,Medium,Non-overlapping interval selection,2. Basic Geometry
GeeksforGeeks,Interval Scheduling,Maximum non-overlapping intervals,https://www.geeksforgeeks.org/problems/maximum-non-overlapping-intervals/0,Medium,Greedy interval selection,2. Basic Geometry
GeeksforGeeks,Interval Scheduling,N meetings in one room,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room/0,Easy,Maximum non-overlapping meetings,2. Basic Geometry
InterviewBit,Interval Scheduling,Non-overlapping Intervals,https://www.interviewbit.com/problems/non-overlapping-intervals/,Medium,Remove min overlapping intervals,2. Basic Geometry
Timus,Single Machine,1022 - Genealogical Tree,https://acm.timus.ru/problem.aspx?space=1&num=1022,Medium,Topological ordering task scheduling,2. Basic Geometry
Baekjoon,Single Machine,14728 - Cramming,https://www.acmicpc.net/problem/14728,Gold 5,Single machine knapsack scheduling,2. Basic Geometry
GeeksforGeeks,Single Machine,Minimum time to produce items,https://www.geeksforgeeks.org/minimum-time-produce-items-machine-can-produce-item-every-time/,Medium,Greedy on single machine,2. Basic Geometry
Baekjoon,Two Machines,2405 - Median and Two Machines,https://www.acmicpc.net/problem/2405,Gold 3,Two machine scheduling,2. Basic Geometry
CSES,Range Query,Distinct Values Subarrays,https://cses.fi/problemset/task/3420,N/A,CSES Problem Set,2. Basic Geometry
CSES,Range Maximum Query,Maximum Xor Subarray,https://cses.fi/problemset/task/1655,N/A,CSES Problem Set,2. Basic Geometry
CSES,Range Query,All Subarray Xors,https://cses.fi/problemset/task/3233,N/A,CSES Problem Set,2. Basic Geometry
CSES,Range Query,Counting LCM Arrays,https://cses.fi/problemset/task/3169,N/A,CSES Problem Set,2. Basic Geometry
CSES,Range Query,Subarray Sum Constraints,https://cses.fi/problemset/task/3294,N/A,CSES Problem Set,2. Basic Geometry
CSES,Range Maximum Query,Maximum Average Subarrays,https://cses.fi/problemset/task/3301,N/A,CSES Problem Set,2. Basic Geometry
